"Date";"close_price";"Signal"
"2015-03-13";2609.5;"HOLD"
"2015-03-16";2629.65;"HOLD"
"2015-03-17";2652.45;"HOLD"
"2015-03-18";2674.05;"HOLD"
"2015-03-19";2665.05;"HOLD"
"2015-03-20";2614.8;"HOLD"
"2015-03-23";2638.0;"HOLD"
"2015-03-24";2607.8;"HOLD"
"2015-03-25";2595.6;"HOLD"
"2015-03-26";2608.05;"HOLD"
"2015-03-27";2576.75;"HOLD"
"2015-03-30";2636.55;"HOLD"
"2015-03-31";2642.6;"HOLD"
"2015-04-01";2655.6;"HOLD"
"2015-04-06";2671.8;"HOLD"
"2015-04-07";2640.0;"HOLD"
"2015-04-08";2605.1;"HOLD"
"2015-04-09";2610.0;"HOLD"
"2015-04-10";2584.25;"HOLD"
"2015-04-13";2580.65;"HOLD"
"2015-04-15";2523.85;"HOLD"
"2015-04-16";2428.85;"HOLD"
"2015-04-17";2410.15;"HOLD"
"2015-04-20";2314.7;"HOLD"
"2015-04-21";2329.45;"HOLD"
"2015-04-22";2408.6;"HOLD"
"2015-04-23";2372.55;"HOLD"
"2015-04-24";2352.55;"HOLD"
"2015-04-27";2324.05;"HOLD"
"2015-04-28";2356.35;"HOLD"
"2015-04-29";2372.85;"HOLD"
"2015-04-30";2329.45;"HOLD"
"2015-05-04";2386.0;"HOLD"
"2015-05-05";2357.7;"HOLD"
"2015-05-06";2325.95;"HOLD"
"2015-05-07";2354.1;"HOLD"
"2015-05-08";2301.55;"HOLD"
"2015-05-11";2384.2;"HOLD"
"2015-05-12";2459.9;"HOLD"
"2015-05-13";2502.1;"HOLD"
"2015-05-14";2529.95;"HOLD"
"2015-05-15";2528.4;"HOLD"
"2015-05-18";2520.6;"HOLD"
"2015-05-19";2575.1;"HOLD"
"2015-05-20";2579.25;"HOLD"
"2015-05-21";2602.5;"HOLD"
"2015-05-22";2600.9;"HOLD"
"2015-05-25";2586.85;"HOLD"
"2015-05-26";2616.05;"HOLD"
"2015-05-27";2605.05;"HOLD"
"2015-05-28";2641.95;"HOLD"
"2015-05-29";2696.0;"HOLD"
"2015-06-01";2709.7;"BUY"
"2015-06-02";2607.85;"HOLD"
"2015-06-03";2578.05;"HOLD"
"2015-06-04";2548.4;"HOLD"
"2015-06-05";2576.85;"HOLD"
"2015-06-08";2519.2;"HOLD"
"2015-06-09";2501.65;"HOLD"
"2015-06-10";2516.25;"HOLD"
"2015-06-11";2503.65;"HOLD"
"2015-06-12";2506.8;"HOLD"
"2015-06-15";2509.25;"HOLD"
"2015-06-16";2543.9;"HOLD"
"2015-06-17";2525.6;"HOLD"
"2015-06-18";2523.9;"HOLD"
"2015-06-19";2551.7;"HOLD"
"2015-06-22";2580.6;"HOLD"
"2015-06-23";2523.2;"HOLD"
"2015-06-24";2521.15;"HOLD"
"2015-06-25";2552.05;"HOLD"
"2015-06-26";2547.0;"HOLD"
"2015-06-29";2538.45;"HOLD"
"2015-06-30";2524.3;"HOLD"
"2015-07-01";2518.8;"HOLD"
"2015-07-02";2532.85;"HOLD"
"2015-07-03";2577.8;"HOLD"
"2015-07-06";2612.4;"HOLD"
"2015-07-07";2562.5;"HOLD"
"2015-07-08";2552.95;"HOLD"
"2015-07-09";2605.4;"HOLD"
"2015-07-10";2572.5;"HOLD"
"2015-07-13";2600.65;"HOLD"
"2015-07-14";2640.2;"HOLD"
"2015-07-15";2660.1;"HOLD"
"2015-07-16";2650.0;"HOLD"
"2015-07-17";2649.8;"HOLD"
"2015-07-20";2660.75;"HOLD"
"2015-07-21";2685.85;"HOLD"
"2015-07-22";2707.7;"HOLD"
"2015-07-23";2714.3;"HOLD"
"2015-07-24";2738.2;"HOLD"
"2015-07-27";2605.65;"HOLD"
"2015-07-28";2531.55;"HOLD"
"2015-07-29";2566.25;"HOLD"
"2015-07-30";2587.6;"HOLD"
"2015-07-31";2674.45;"HOLD"
"2015-08-03";2697.85;"HOLD"
"2015-08-04";2624.25;"HOLD"
"2015-08-05";2660.4;"HOLD"
"2015-08-06";2652.65;"HOLD"
"2015-08-07";2660.5;"HOLD"
"2015-08-10";2704.85;"HOLD"
"2015-08-11";2678.7;"HOLD"
"2015-08-12";2635.35;"HOLD"
"2015-08-13";2643.85;"HOLD"
"2015-08-14";2714.0;"HOLD"
"2015-08-17";2653.5;"HOLD"
"2015-08-18";2641.85;"HOLD"
"2015-08-19";2690.0;"HOLD"
"2015-08-20";2633.9;"HOLD"
"2015-08-21";2559.9;"HOLD"
"2015-08-24";2478.95;"HOLD"
"2015-08-25";2477.5;"HOLD"
"2015-08-26";2391.95;"HOLD"
"2015-08-27";2380.7;"HOLD"
"2015-08-28";2400.95;"SELL"
"2015-08-31";2397.35;"HOLD"
"2015-09-01";2385.3;"HOLD"
"2015-09-02";2343.25;"HOLD"
"2015-09-03";2329.95;"HOLD"
"2015-09-04";2292.55;"HOLD"
"2015-09-07";2279.8;"HOLD"
"2015-09-08";2317.3;"HOLD"
"2015-09-09";2347.75;"HOLD"
"2015-09-10";2343.95;"HOLD"
"2015-09-11";2342.05;"HOLD"
"2015-09-14";2348.6;"HOLD"
"2015-09-15";2310.6;"HOLD"
"2015-09-16";2363.0;"HOLD"
"2015-09-18";2428.55;"HOLD"
"2015-09-21";2424.8;"HOLD"
"2015-09-22";2386.1;"HOLD"
"2015-09-23";2401.3;"HOLD"
"2015-09-24";2380.65;"HOLD"
"2015-09-28";2350.75;"HOLD"
"2015-09-29";2331.7;"HOLD"
"2015-09-30";2395.65;"HOLD"
"2015-10-01";2413.35;"HOLD"
"2015-10-05";2501.65;"HOLD"
"2015-10-06";2532.55;"HOLD"
"2015-10-07";2539.2;"HOLD"
"2015-10-08";2539.6;"HOLD"
"2015-10-09";2565.25;"HOLD"
"2015-10-12";2547.65;"HOLD"
"2015-10-13";2538.85;"HOLD"
"2015-10-14";2505.75;"HOLD"
"2015-10-15";2567.45;"HOLD"
"2015-10-16";2586.85;"HOLD"
"2015-10-19";2613.55;"HOLD"
"2015-10-20";2605.05;"BUY"
"2015-10-21";2619.05;"HOLD"
"2015-10-23";2594.95;"HOLD"
"2015-10-26";2619.3;"HOLD"
"2015-10-27";2620.4;"HOLD"
"2015-10-28";2623.55;"HOLD"
"2015-10-29";2625.75;"HOLD"
"2015-10-30";2585.0;"HOLD"
"2015-11-02";2549.1;"HOLD"
"2015-11-03";2583.75;"HOLD"
"2015-11-04";2614.4;"HOLD"
"2015-11-05";2638.6;"HOLD"
"2015-11-06";2632.9;"HOLD"
"2015-11-09";2618.5;"HOLD"
"2015-11-10";2657.4;"HOLD"
"2015-11-11";2644.4;"HOLD"
"2015-11-13";2610.95;"HOLD"
"2015-11-16";2611.45;"HOLD"
"2015-11-17";2597.8;"HOLD"
"2015-11-18";2571.85;"HOLD"
"2015-11-19";2591.35;"HOLD"
"2015-11-20";2563.65;"HOLD"
"2015-11-23";2637.25;"HOLD"
"2015-11-24";2645.8;"HOLD"
"2015-11-26";2680.8;"HOLD"
"2015-11-27";2704.15;"HOLD"
"2015-11-30";2702.65;"HOLD"
"2015-12-01";2677.75;"HOLD"
"2015-12-02";2675.85;"HOLD"
"2015-12-03";2618.35;"HOLD"
"2015-12-04";2617.15;"HOLD"
"2015-12-07";2621.35;"HOLD"
"2015-12-08";2602.85;"HOLD"
"2015-12-10";2545.6;"HOLD"
"2015-12-11";2523.3;"HOLD"
"2015-12-14";2537.45;"HOLD"
"2015-12-15";2563.85;"HOLD"
"2015-12-16";2593.45;"HOLD"
"2015-12-17";2649.75;"HOLD"
"2015-12-18";2641.6;"HOLD"
"2015-12-21";2695.8;"HOLD"
"2015-12-22";2669.0;"HOLD"
"2015-12-23";2675.2;"HOLD"
"2015-12-24";2689.7;"HOLD"
"2015-12-28";2702.25;"HOLD"
"2015-12-29";2734.25;"HOLD"
"2015-12-30";2711.65;"HOLD"
"2015-12-31";2695.25;"HOLD"
"2016-01-01";2687.85;"HOLD"
"2016-01-04";2645.5;"HOLD"
"2016-01-05";2621.05;"HOLD"
"2016-01-06";2581.75;"HOLD"
"2016-01-07";2513.15;"HOLD"
"2016-01-08";2489.0;"HOLD"
"2016-01-11";2503.2;"HOLD"
"2016-01-12";2469.55;"HOLD"
"2016-01-13";2470.75;"HOLD"
"2016-01-14";2433.1;"SELL"
"2016-01-15";2425.35;"HOLD"
"2016-01-18";2431.2;"HOLD"
"2016-01-19";2482.95;"HOLD"
"2016-01-20";2488.05;"HOLD"
"2016-01-21";2473.5;"HOLD"
"2016-01-22";2586.05;"HOLD"
"2016-01-25";2520.8;"HOLD"
"2016-01-27";2482.05;"HOLD"
"2016-01-28";2448.55;"HOLD"
"2016-01-29";2562.8;"HOLD"
"2016-02-01";2535.0;"HOLD"
"2016-02-02";2521.8;"HOLD"
"2016-02-03";2484.7;"HOLD"
"2016-02-04";2510.5;"HOLD"
"2016-02-05";2578.05;"HOLD"
"2016-02-08";2568.1;"HOLD"
"2016-02-09";2579.65;"HOLD"
"2016-02-10";2547.45;"HOLD"
"2016-02-11";2498.45;"HOLD"
"2016-02-12";2486.5;"HOLD"
"2016-02-15";2515.7;"HOLD"
"2016-02-16";2508.45;"HOLD"
"2016-02-17";2523.9;"HOLD"
"2016-02-18";2620.95;"HOLD"
"2016-02-19";2704.85;"HOLD"
"2016-02-22";2705.95;"HOLD"
"2016-02-23";2660.3;"HOLD"
"2016-02-24";2623.45;"HOLD"
"2016-02-25";2623.3;"HOLD"
"2016-02-26";2557.15;"HOLD"
"2016-02-29";2499.65;"HOLD"
"2016-03-01";2667.0;"BUY"
"2016-03-02";2807.75;"HOLD"
"2016-03-03";2824.75;"HOLD"
