"Date";"close_price";"Signal"
"2015-03-13";2216.45;"HOLD"
"2015-03-16";2267.0;"HOLD"
"2015-03-17";2241.95;"HOLD"
"2015-03-18";2230.2;"HOLD"
"2015-03-19";2229.9;"HOLD"
"2015-03-20";2258.95;"HOLD"
"2015-03-23";2232.4;"HOLD"
"2015-03-24";2212.1;"HOLD"
"2015-03-25";2217.7;"HOLD"
"2015-03-26";2144.45;"HOLD"
"2015-03-27";2201.95;"HOLD"
"2015-03-30";2229.8;"HOLD"
"2015-03-31";2216.6;"SELL"
"2015-04-01";2172.25;"HOLD"
"2015-04-06";2177.2;"HOLD"
"2015-04-07";2161.25;"HOLD"
"2015-04-08";2200.8;"HOLD"
"2015-04-09";2211.4;"HOLD"
"2015-04-10";2233.3;"HOLD"
"2015-04-13";2239.0;"HOLD"
"2015-04-15";2213.2;"HOLD"
"2015-04-16";2191.1;"HOLD"
"2015-04-17";2181.95;"HOLD"
"2015-04-20";2133.25;"HOLD"
"2015-04-21";2144.4;"HOLD"
"2015-04-22";2138.45;"HOLD"
"2015-04-23";2122.55;"HOLD"
"2015-04-24";1996.25;"HOLD"
"2015-04-27";1986.0;"HOLD"
"2015-04-28";1961.35;"HOLD"
"2015-04-29";1961.6;"HOLD"
"2015-04-30";1942.4;"HOLD"
"2015-05-04";1994.3;"HOLD"
"2015-05-05";1966.75;"HOLD"
"2015-05-06";1922.5;"HOLD"
"2015-05-07";1942.8;"HOLD"
"2015-05-08";1958.0;"HOLD"
"2015-05-11";1992.0;"HOLD"
"2015-05-12";1949.6;"HOLD"
"2015-05-13";1955.95;"HOLD"
"2015-05-14";1934.55;"HOLD"
"2015-05-15";1959.75;"HOLD"
"2015-05-18";1991.75;"HOLD"
"2015-05-19";2018.15;"HOLD"
"2015-05-20";2044.7;"HOLD"
"2015-05-21";2043.35;"HOLD"
"2015-05-22";2041.8;"HOLD"
"2015-05-25";2018.0;"HOLD"
"2015-05-26";2009.3;"HOLD"
"2015-05-27";1969.05;"HOLD"
"2015-05-28";2014.3;"HOLD"
"2015-05-29";2022.4;"HOLD"
"2015-06-01";2045.7;"HOLD"
"2015-06-02";2008.8;"HOLD"
"2015-06-03";2023.1;"HOLD"
"2015-06-04";2028.05;"HOLD"
"2015-06-05";2012.1;"HOLD"
"2015-06-08";2000.25;"HOLD"
"2015-06-09";1992.55;"HOLD"
"2015-06-10";2026.2;"HOLD"
"2015-06-11";2001.85;"HOLD"
"2015-06-12";1976.65;"HOLD"
"2015-06-15";991.1;"HOLD"
"2015-06-16";999.45;"HOLD"
"2015-06-17";995.8;"HOLD"
"2015-06-18";1000.9;"HOLD"
"2015-06-19";996.75;"HOLD"
"2015-06-22";1024.4;"HOLD"
"2015-06-23";1001.15;"HOLD"
"2015-06-24";995.1;"HOLD"
"2015-06-25";991.15;"HOLD"
"2015-06-26";1006.1;"HOLD"
"2015-06-29";990.25;"HOLD"
"2015-06-30";985.35;"HOLD"
"2015-07-01";997.7;"HOLD"
"2015-07-02";988.15;"HOLD"
"2015-07-03";989.95;"HOLD"
"2015-07-06";983.5;"HOLD"
"2015-07-07";982.05;"HOLD"
"2015-07-08";957.2;"HOLD"
"2015-07-09";937.7;"HOLD"
"2015-07-10";937.0;"HOLD"
"2015-07-13";950.05;"HOLD"
"2015-07-14";970.1;"HOLD"
"2015-07-15";982.65;"HOLD"
"2015-07-16";987.8;"HOLD"
"2015-07-17";1002.0;"HOLD"
"2015-07-20";1001.9;"HOLD"
"2015-07-21";1112.65;"HOLD"
"2015-07-22";1102.6;"HOLD"
"2015-07-23";1098.85;"HOLD"
"2015-07-24";1089.35;"HOLD"
"2015-07-27";1065.0;"HOLD"
"2015-07-28";1063.5;"HOLD"
"2015-07-29";1085.2;"HOLD"
"2015-07-30";1069.1;"HOLD"
"2015-07-31";1078.05;"HOLD"
"2015-08-03";1079.05;"HOLD"
"2015-08-04";1059.8;"HOLD"
"2015-08-05";1086.55;"HOLD"
"2015-08-06";1089.45;"HOLD"
"2015-08-07";1095.6;"HOLD"
"2015-08-10";1081.95;"HOLD"
"2015-08-11";1104.35;"HOLD"
"2015-08-12";1141.75;"HOLD"
"2015-08-13";1156.85;"HOLD"
"2015-08-14";1149.0;"HOLD"
"2015-08-17";1141.85;"HOLD"
"2015-08-18";1163.8;"BUY"
"2015-08-19";1175.05;"HOLD"
"2015-08-20";1138.2;"HOLD"
"2015-08-21";1150.6;"HOLD"
"2015-08-24";1092.65;"HOLD"
"2015-08-25";1086.5;"HOLD"
"2015-08-26";1065.35;"HOLD"
"2015-08-27";1084.1;"HOLD"
"2015-08-28";1110.7;"HOLD"
"2015-08-31";1095.2;"HOLD"
"2015-09-01";1089.65;"HOLD"
"2015-09-02";1100.3;"HOLD"
